All,households,HPIQ.SALL082,2009Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,3609
All,households,HPIQ.SALL082,2009Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,3593
All,households,HPIQ.SALL082,2009Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,3550
All,households,HPIQ.SALL082,2009Q4,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,3380
All,households,HPIQ.SALL082,2010Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,3174
All,households,HPIQ.SALL082,2010Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,3037
All,households,HPIQ.SALL082,2010Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,2884
All,households,HPIQ.SALL082,2010Q4,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,2698
All,households,HPIQ.SALL082,2011Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,2551
All,households,HPIQ.SALL082,2011Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,2380
All,households,HPIQ.SALL082,2011Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,2159
All,households,HPIQ.SALL082,2011Q4,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1977
All,households,HPIQ.SALL082,2012Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1785
All,households,HPIQ.SALL082,2012Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1717
All,households,HPIQ.SALL082,2012Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1636
All,households,HPIQ.SALL082,2012Q4,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1484
All,households,HPIQ.SALL082,2013Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1385
All,households,HPIQ.SALL082,2013Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1325
All,households,HPIQ.SALL082,2013Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1231
All,households,HPIQ.SALL082,2013Q4,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1159
All,households,HPIQ.SALL082,2014Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1095
All,households,HPIQ.SALL082,2014Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1000
All,households,HPIQ.SALL082,2014Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,929
All,households,HPIQ.SALL082,2014Q4,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,817
All,households,HPIQ.SALL082,2015Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,795
All,households,HPIQ.SALL082,2015Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,813
All,households,HPIQ.SALL082,2015Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,799
All,households,HPIQ.SALL082,2015Q4,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,746
All,households,HPIQ.SALL082,2016Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,728
All,households,HPIQ.SALL082,2016Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,698
All,households,HPIQ.SALL082,2016Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,683
All,households,HPIQ.SALL082,2016Q4,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,613
All,households,HPIQ.SALL082,2017Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,607
All,households,HPIQ.SALL082,2017Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,534
All,households,HPIQ.SALL082,2017Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,534
All,households,HPIQ.SALL082,2017Q4,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,544
All,households,HPIQ.SALL082,2018Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,535
All,households,HPIQ.SALL082,2018Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,486
All,households,HPIQ.SALL082,2018Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,445
All,households,HPIQ.SALL082,2018Q4,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,428
All,households,HPIQ.SALL082,2019Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,413
All,households,HPIQ.SALL082,2019Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,372
All,households,HPIQ.SALL082,2019Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,361
All,households,HPIQ.SALL082,2019Q4,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,360
All,households,HPIQ.SALL082,2020Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,384
All,households,HPIQ.SALL082,2020Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,415
All,households,HPIQ.SALL082,2020Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,353
All,households,HPIQ.SALL082,2020Q4,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,382
All,households,HPIQ.SALL082,2021Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,350
All,households,HPIQ.SALL082,2021Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,308
All,households,HPIQ.SALL082,2021Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,300
All,households,HPIQ.SALL082,2021Q4,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,350
All,households,HPIQ.SALL082,2022Q1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,335
All,households,HPIQ.SALL082,2022Q2,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,361
All,households,HPIQ.SALL082,2022Q3,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,297
All,households,HPIQ.SALL083,2008Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,1156
All,households,HPIQ.SALL083,2008Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,1148
All,households,HPIQ.SALL083,2008Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,1149
All,households,HPIQ.SALL083,2009Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,1149
All,households,HPIQ.SALL083,2009Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,1160
All,households,HPIQ.SALL083,2009Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,1158
All,households,HPIQ.SALL083,2009Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,1151
All,households,HPIQ.SALL083,2010Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,1146
All,households,HPIQ.SALL083,2010Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,1144
All,households,HPIQ.SALL083,2010Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,1149
All,households,HPIQ.SALL083,2010Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,1159
All,households,HPIQ.SALL083,2011Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,1153
All,households,HPIQ.SALL083,2011Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,1142
All,households,HPIQ.SALL083,2011Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,1104
All,households,HPIQ.SALL083,2011Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,1068
All,households,HPIQ.SALL083,2012Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,1072
All,households,HPIQ.SALL083,2012Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,1048
All,households,HPIQ.SALL083,2012Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,1032
All,households,HPIQ.SALL083,2012Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,1020
All,households,HPIQ.SALL083,2013Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,1012
All,households,HPIQ.SALL083,2013Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,1014
All,households,HPIQ.SALL083,2013Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,1010
All,households,HPIQ.SALL083,2013Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,1013
All,households,HPIQ.SALL083,2014Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,1004
All,households,HPIQ.SALL083,2014Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,1000
All,households,HPIQ.SALL083,2014Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,991
All,households,HPIQ.SALL083,2014Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,979
All,households,HPIQ.SALL083,2015Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,991
All,households,HPIQ.SALL083,2015Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,975
All,households,HPIQ.SALL083,2015Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,967
All,households,HPIQ.SALL083,2015Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,963
All,households,HPIQ.SALL083,2016Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,974
All,households,HPIQ.SALL083,2016Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,980
All,households,HPIQ.SALL083,2016Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,973
All,households,HPIQ.SALL083,2016Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,969
All,households,HPIQ.SALL083,2017Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,962
All,households,HPIQ.SALL083,2017Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,952
All,households,HPIQ.SALL083,2017Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,942
All,households,HPIQ.SALL083,2017Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,922
All,households,HPIQ.SALL083,2018Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,925
All,households,HPIQ.SALL083,2018Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,921
All,households,HPIQ.SALL083,2018Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,916
All,households,HPIQ.SALL083,2018Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,925
All,households,HPIQ.SALL083,2019Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,930
All,households,HPIQ.SALL083,2019Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,931
All,households,HPIQ.SALL083,2019Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,922
All,households,HPIQ.SALL083,2019Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,908
All,households,HPIQ.SALL083,2020Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,900
All,households,HPIQ.SALL083,2020Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,897
All,households,HPIQ.SALL083,2020Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,897
All,households,HPIQ.SALL083,2020Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,889
All,households,HPIQ.SALL083,2021Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,883
All,households,HPIQ.SALL083,2021Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,872
All,households,HPIQ.SALL083,2021Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,865
All,households,HPIQ.SALL083,2021Q4,8.3Telecommunication,services,Telecommunication,services,subgroup,879
All,households,HPIQ.SALL083,2022Q1,8.3Telecommunication,services,Telecommunication,services,subgroup,882
All,households,HPIQ.SALL083,2022Q2,8.3Telecommunication,services,Telecommunication,services,subgroup,872
All,households,HPIQ.SALL083,2022Q3,8.3Telecommunication,services,Telecommunication,services,subgroup,894
All,households,HPIQ.SALL09,2008Q2,9Recreation,and,culture,Recreation,and,culture,group,1001
All,households,HPIQ.SALL09,2008Q3,9Recreation,and,culture,Recreation,and,culture,group,1010
All,households,HPIQ.SALL09,2008Q4,9Recreation,and,culture,Recreation,and,culture,group,1024
All,households,HPIQ.SALL09,2009Q1,9Recreation,and,culture,Recreation,and,culture,group,1019
All,households,HPIQ.SALL09,2009Q2,9Recreation,and,culture,Recreation,and,culture,group,1011
All,households,HPIQ.SALL09,2009Q3,9Recreation,and,culture,Recreation,and,culture,group,1022
All,households,HPIQ.SALL09,2009Q4,9Recreation,and,culture,Recreation,and,culture,group,1024
All,households,HPIQ.SALL09,2010Q1,9Recreation,and,culture,Recreation,and,culture,group,1012
All,households,HPIQ.SALL09,2010Q2,9Recreation,and,culture,Recreation,and,culture,group,1005
All,households,HPIQ.SALL09,2010Q3,9Recreation,and,culture,Recreation,and,culture,group,1010
All,households,HPIQ.SALL09,2010Q4,9Recreation,and,culture,Recreation,and,culture,group,1037
All,households,HPIQ.SALL09,2011Q1,9Recreation,and,culture,Recreation,and,culture,group,1022
All,households,HPIQ.SALL09,2011Q2,9Recreation,and,culture,Recreation,and,culture,group,1027
All,households,HPIQ.SALL09,2011Q3,9Recreation,and,culture,Recreation,and,culture,group,1029
All,households,HPIQ.SALL09,2011Q4,9Recreation,and,culture,Recreation,and,culture,group,1031
All,households,HPIQ.SALL09,2012Q1,9Recreation,and,culture,Recreation,and,culture,group,1009
All,households,HPIQ.SALL09,2012Q2,9Recreation,and,culture,Recreation,and,culture,group,1004
All,households,HPIQ.SALL09,2012Q3,9Recreation,and,culture,Recreation,and,culture,group,1003
All,households,HPIQ.SALL09,2012Q4,9Recreation,and,culture,Recreation,and,culture,group,1007
All,households,HPIQ.SALL09,2013Q1,9Recreation,and,culture,Recreation,and,culture,group,994
All,households,HPIQ.SALL09,2013Q2,9Recreation,and,culture,Recreation,and,culture,group,992
All,households,HPIQ.SALL09,2013Q3,9Recreation,and,culture,Recreation,and,culture,group,1000
All,households,HPIQ.SALL09,2013Q4,9Recreation,and,culture,Recreation,and,culture,group,1010
All,households,HPIQ.SALL09,2014Q1,9Recreation,and,culture,Recreation,and,culture,group,1000
All,households,HPIQ.SALL09,2014Q2,9Recreation,and,culture,Recreation,and,culture,group,1000
All,households,HPIQ.SALL09,2014Q3,9Recreation,and,culture,Recreation,and,culture,group,1005
All,households,HPIQ.SALL09,2014Q4,9Recreation,and,culture,Recreation,and,culture,group,1009
All,households,HPIQ.SALL09,2015Q1,9Recreation,and,culture,Recreation,and,culture,group,1002
All,households,HPIQ.SALL09,2015Q2,9Recreation,and,culture,Recreation,and,culture,group,1001
All,households,HPIQ.SALL09,2015Q3,9Recreation,and,culture,Recreation,and,culture,group,1008
All,households,HPIQ.SALL09,2015Q4,9Recreation,and,culture,Recreation,and,culture,group,1009
All,households,HPIQ.SALL09,2016Q1,9Recreation,and,culture,Recreation,and,culture,group,1002
All,households,HPIQ.SALL09,2016Q2,9Recreation,and,culture,Recreation,and,culture,group,996
All,households,HPIQ.SALL09,2016Q3,9Recreation,and,culture,Recreation,and,culture,group,1003
All,households,HPIQ.SALL09,2016Q4,9Recreation,and,culture,Recreation,and,culture,group,1012
All,households,HPIQ.SALL09,2017Q1,9Recreation,and,culture,Recreation,and,culture,group,1003
All,households,HPIQ.SALL09,2017Q2,9Recreation,and,culture,Recreation,and,culture,group,995
All,households,HPIQ.SALL09,2017Q3,9Recreation,and,culture,Recreation,and,culture,group,995
All,households,HPIQ.SALL09,2017Q4,9Recreation,and,culture,Recreation,and,culture,group,1003
All,households,HPIQ.SALL09,2018Q1,9Recreation,and,culture,Recreation,and,culture,group,1004
All,households,HPIQ.SALL09,2018Q2,9Recreation,and,culture,Recreation,and,culture,group,987
All,households,HPIQ.SALL09,2018Q3,9Recreation,and,culture,Recreation,and,culture,group,998
All,households,HPIQ.SALL09,2018Q4,9Recreation,and,culture,Recreation,and,culture,group,1020
All,households,HPIQ.SALL09,2019Q1,9Recreation,and,culture,Recreation,and,culture,group,1009
All,households,HPIQ.SALL09,2019Q2,9Recreation,and,culture,Recreation,and,culture,group,1005
All,households,HPIQ.SALL09,2019Q3,9Recreation,and,culture,Recreation,and,culture,group,1013
All,households,HPIQ.SALL09,2019Q4,9Recreation,and,culture,Recreation,and,culture,group,1027
All,households,HPIQ.SALL09,2020Q1,9Recreation,and,culture,Recreation,and,culture,group,1029
All,households,HPIQ.SALL09,2020Q2,9Recreation,and,culture,Recreation,and,culture,group,1016
All,households,HPIQ.SALL09,2020Q3,9Recreation,and,culture,Recreation,and,culture,group,1020
All,households,HPIQ.SALL09,2020Q4,9Recreation,and,culture,Recreation,and,culture,group,1050
All,households,HPIQ.SALL09,2021Q1,9Recreation,and,culture,Recreation,and,culture,group,1040
All,households,HPIQ.SALL09,2021Q2,9Recreation,and,culture,Recreation,and,culture,group,1042
All,households,HPIQ.SALL09,2021Q3,9Recreation,and,culture,Recreation,and,culture,group,1064
All,households,HPIQ.SALL09,2021Q4,9Recreation,and,culture,Recreation,and,culture,group,1084
All,households,HPIQ.SALL09,2022Q1,9Recreation,and,culture,Recreation,and,culture,group,1077
All,households,HPIQ.SALL09,2022Q2,9Recreation,and,culture,Recreation,and,culture,group,1085
All,households,HPIQ.SALL09,2022Q3,9Recreation,and,culture,Recreation,and,culture,group,1103
All,households,HPIQ.SALL091,2008Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,2205
All,households,HPIQ.SALL091,2008Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,2086
All,households,HPIQ.SALL091,2008Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,2019
All,households,HPIQ.SALL091,2009Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1969
All,households,HPIQ.SALL091,2009Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1958
All,households,HPIQ.SALL091,2009Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1913
All,households,HPIQ.SALL091,2009Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1790
All,households,HPIQ.SALL091,2010Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1688
All,households,HPIQ.SALL091,2010Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1604
All,households,HPIQ.SALL091,2010Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1593
All,households,HPIQ.SALL091,2010Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1557
All,households,HPIQ.SALL091,2011Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1508
All,households,HPIQ.SALL091,2011Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1480
All,households,HPIQ.SALL091,2011Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1404
All,households,HPIQ.SALL091,2011Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1363
All,households,HPIQ.SALL091,2012Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1308
All,households,HPIQ.SALL091,2012Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1255
All,households,HPIQ.SALL091,2012Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1218
All,households,HPIQ.SALL091,2012Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1182
All,households,HPIQ.SALL091,2013Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1145
All,households,HPIQ.SALL091,2013Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1122
All,households,HPIQ.SALL091,2013Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1089
All,households,HPIQ.SALL091,2013Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1061
All,households,HPIQ.SALL091,2014Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1023
All,households,HPIQ.SALL091,2014Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,1000
All,households,HPIQ.SALL091,2014Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,973
All,households,HPIQ.SALL091,2014Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,912
All,households,HPIQ.SALL091,2015Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,891
All,households,HPIQ.SALL091,2015Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,878
All,households,HPIQ.SALL091,2015Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,860
All,households,HPIQ.SALL091,2015Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,842
All,households,HPIQ.SALL091,2016Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,826
All,households,HPIQ.SALL091,2016Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,788
All,households,HPIQ.SALL091,2016Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,795
All,households,HPIQ.SALL091,2016Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,776
All,households,HPIQ.SALL091,2017Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,757
All,households,HPIQ.SALL091,2017Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,718
All,households,HPIQ.SALL091,2017Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,710
All,households,HPIQ.SALL091,2017Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,693
All,households,HPIQ.SALL091,2018Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,661
All,households,HPIQ.SALL091,2018Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,610
All,households,HPIQ.SALL091,2018Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,618
All,households,HPIQ.SALL091,2018Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,610
All,households,HPIQ.SALL091,2019Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,585
All,households,HPIQ.SALL091,2019Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,539
All,households,HPIQ.SALL091,2019Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,548
All,households,HPIQ.SALL091,2019Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,547
All,households,HPIQ.SALL091,2020Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,511
All,households,HPIQ.SALL091,2020Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,492
All,households,HPIQ.SALL091,2020Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,506
All,households,HPIQ.SALL091,2020Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,527
All,households,HPIQ.SALL091,2021Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,490
All,households,HPIQ.SALL091,2021Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,441
All,households,HPIQ.SALL091,2021Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,455
All,households,HPIQ.SALL091,2021Q4,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,478
All,households,HPIQ.SALL091,2022Q1,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,445
All,households,HPIQ.SALL091,2022Q2,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,402
All,households,HPIQ.SALL091,2022Q3,9.1Audio-visual,and,computing,equipment,Audio-visual,subgroup,425
All,households,HPIQ.SALL092,2008Q2,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,910
All,households,HPIQ.SALL092,2008Q3,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,898
All,households,HPIQ.SALL092,2008Q4,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,920
All,households,HPIQ.SALL092,2009Q1,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,959
All,households,HPIQ.SALL092,2009Q2,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,978
All,households,HPIQ.SALL092,2009Q3,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,982
All,households,HPIQ.SALL092,2009Q4,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,981
All,households,HPIQ.SALL092,2010Q1,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,975
All,households,HPIQ.SALL092,2010Q2,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,978
All,households,HPIQ.SALL092,2010Q3,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,979
All,households,HPIQ.SALL092,2010Q4,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,997
All,households,HPIQ.SALL092,2011Q1,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,992
All,households,HPIQ.SALL092,2011Q2,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1015
All,households,HPIQ.SALL092,2011Q3,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1009
All,households,HPIQ.SALL092,2011Q4,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,992
All,households,HPIQ.SALL092,2012Q1,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,988
All,households,HPIQ.SALL092,2012Q2,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,983
All,households,HPIQ.SALL092,2012Q3,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,991
All,households,HPIQ.SALL092,2012Q4,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,985
All,households,HPIQ.SALL092,2013Q1,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,990
All,households,HPIQ.SALL092,2013Q2,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,981
All,households,HPIQ.SALL092,2013Q3,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,995
All,households,HPIQ.SALL092,2013Q4,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,997
All,households,HPIQ.SALL092,2014Q1,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,998
All,households,HPIQ.SALL092,2014Q2,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1000
All,households,HPIQ.SALL092,2014Q3,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1007
All,households,HPIQ.SALL092,2014Q4,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1011
All,households,HPIQ.SALL092,2015Q1,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1012
All,households,HPIQ.SALL092,2015Q2,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1004
All,households,HPIQ.SALL092,2015Q3,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1025
All,households,HPIQ.SALL092,2015Q4,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1034
All,households,HPIQ.SALL092,2016Q1,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1040
All,households,HPIQ.SALL092,2016Q2,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1046
All,households,HPIQ.SALL092,2016Q3,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1050
All,households,HPIQ.SALL092,2016Q4,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1052
All,households,HPIQ.SALL092,2017Q1,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1053
All,households,HPIQ.SALL092,2017Q2,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1058
All,households,HPIQ.SALL092,2017Q3,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1062
All,households,HPIQ.SALL092,2017Q4,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1062
All,households,HPIQ.SALL092,2018Q1,9.2Major,recreational,and,cultural,equipment,Major,recreational,equip,subgroup,1062
